ST,YEAR,POPULA,INCOME,BRANCH,NOFACIL,N_TOTLN,N_TOTRE,N_REFRM,N_RERES,N_REOTH,N_COLLAT,N_OTHLN,N_OTHLNI,N_TOTINV,N_GOVTSEC,N_OTHSEC,N_CASH,N_OTHASS,N_TOTASS,N_TOTDEP,N_DEPIBK,N_DEPGOVT,N_DEPOTHD,N_DEPOTHT,N_BORR,N_BKNOTES,N_OTHLIAB,N_CAP,N_SURP,N_TOTLIAB,N_NOBNKS,A_TOTLN,A_TOTRE,A_REFRM,A_RERES,A_REOTH,A_OTHLNI,A_TOTINV,A_GOVTSEC,A_OTHSEC,A_CASH,A_OTHASS,A_TOTASS,A_TOTDEP,A_DEPIBK,A_DEPGOVT,A_DEPOTHD,A_DEPOTHT,A_BORR,A_BKNOTES,A_OTHLIAB,A_CAP,A_SURP,A_TOTLIAB,A_NOBNKS,N_INTD,N_INTDLN,N_INTDINV,N_INTIBK,N_XCCOLL,N_FXPROF,N_INSUR,N_TRUST,N_SECPROF,N_OTHEARN,N_GRSEARN,N_SALARY,N_INTDBOR,N_INTDEP,N_INTBKD,N_INTDD,N_INTTD,N_TAX,N_OTHEXP,N_TOTEXP,N_RECCOA,N_RECLD,N_RECSEC,N_CHGLN,N_CHGSEC,N_CHGFIX,N_CHGTRU,N_OTHLOSS,N_CHGFX,N_CHGTOT,N_DIVID,N_FAIL,C_FAIL,N_FAILASS,C_FAILASS,A_DEBITS
OK,1896,505586,-3,-1,-1,1134,23,-3,-3,-3,302,809,-3,274,204,70,683,108,2199,1132,26,0,827,279,7,160,0,710,190,2199,13,2793,171,-3,-3,-3,1775,391,295,96,1428,401,5013,2869,242,0,2313,314,7,160,35,1564,378,5013,79,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,97,-3,-3,-3,-3,-3,-3,-3,-3,43,-3,-3,-3,-3,-3,-3,-3,-3,-3,24,30,-1,-1,-1,-1,-1
OR,1896,372149,-3,-1,-1,6843,195,-3,-3,-3,2268,4380,-3,3939,2342,1597,2969,671,14422,8810,1059,357,7176,218,120,946,3,3170,1373,14422,33,10154,562,-3,-3,-3,7072,4482,2588,1894,3645,1259,19540,11809,1059,357,9167,1226,120,946,95,5000,1570,19540,78,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,910,-3,-3,-3,-3,-3,-3,-3,-3,284,-3,-3,-3,-3,-3,-3,-3,-3,-3,458,221,-1,-1,-1,-1,-1
PA,1896,5861702,-3,-1,-1,247394,1600,-3,-3,-3,74597,171197,-3,70132,38358,31774,95309,18083,430918,274494,36423,706,224283,13082,1815,27472,54,74608,52475,430918,419,444077,68630,-3,-3,-3,220166,171444,74349,97095,140981,41353,797855,534830,39364,706,333470,161290,3968,27472,11468   1,19720,100397,797855,757,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,17936,-3,-3,-3,-3,-3,-3,-3,-3,6754,-3,-3,-3,-3,-3,-3,-3,-3,-3,3501,5485,-1,-1,-1,-1,-1
RI,1896,393176,-3,-1,-1,35821,101,-3,-3,-3,9069,26651,-3,11805,8813,2992,7296,1546,56468,23398,3235,98,19812,253,175,7034,97,19337,6427,56468,57,83262,29153,-3,-3,-3,38046,52362,26020,26342,12338,5854,153816,112167,3507,98,30754,77808,175,7034,158,22658,11624,153816,99,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2279,-3,-3,-3,-3,-3,-3,-3,-3,571,-3,-3,-3,-3,-3,-3,-3,-3,-3,472,1381,-1,-1,-1,-1,-1
SC,1896,1261180,-3,-1,-1,5823,44,-3,-3,-3,2384,3395,-3,1620,1089,531,1218,186,8847,4408,711,151,3061,485,851,486,0,1848,1254,8847,15,18413,2512,-3,-3,-3,10391,7200,3430,3770,3529,919,30061,18667,1082,151,10922,6512,851,486,1008,5818,3231,30061,114,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,543,-3,-3,-3,-3,-3,-3,-3,-3,245,-3,-3,-3,-3,-3,-3,-3,-3,-3,115,215,-1,-1,-1,-1,-1
SD,1896,379479,-3,-1,-1,3445,170,-3,-3,-3,1656,1619,-3,1388,937,451,1756,649,7238,4247,175,151,2775,1146,93,484,0,1935,479,7238,31,7243,937,-3,-3,-3,2512,1662,1147,515,3001,1657,13563,7940,215,151,4865,2709,93,484,0,4122,924,13563,181,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,412,-3,-3,-3,-3,-3,-3,-3,-3,259,-3,-3,-3,-3,-3,-3,-3,-3,-3,127,71,-1,-1,-1,-1,-1
TN,1896,1915296,-3,-1,-1,18894,266,-3,-3,-3,5912,12716,-3,3349,2733,616,6854,1721,30818,18110,2799,280,14235,796,289,1478,0,8325,2616,30818,48,32708,1894,-3,-3,-3,21439,4222,3055,1167,12979,3047,52956,31624,3103,280,25411,2830,384,1478,121,15407,3942,52956,169,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1576,-3,-3,-3,-3,-3,-3,-3,-3,707,-3,-3,-3,-3,-3,-3,-3,-3,-3,382,490,-1,-1,-1,-1,-1
TX,1896,2692909,-3,-1,-1,44224,1269,-3,-3,-3,11423,31532,-3,7193,6279,914,12398,3678,67493,31186,2375,361,27723,727,3728,4503,48,21065,6963,67493,209,59619,5416,-3,-3,-3,35234,7513,6284,1229,22197,4539,93868,47093,3581,361,42134,1017,3870,4503,188,23572,14642,93868,378,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5261,-3,-3,-3,-3,-3,-3,-3,-3,2145,-3,-3,-3,-3,-3,-3,-3,-3,-3,845,1780,-1,-1,-1,-1,-1
UT,1896,248189,-3,-1,-1,3062,61,-3,-3,-3,1547,1454,-3,1363,1132,231,1403,536,6364,3164,254,116,2423,371,25,446,0,1900,829,6364,11,8134,2207,-3,-3,-3,3021,1813,1328,485,3220,2018,15185,8510,802,116,5403,2189,25,446,246,4509,1449,15185,37,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,359,-3,-3,-3,-3,-3,-3,-3,-3,176,-3,-3,-3,-3,-3,-3,-3,-3,-3,125,128,-1,-1,-1,-1,-1
VA,1896,1772204,-3,-1,-1,15229,118,-3,-3,-3,4085,11026,-3,4151,3325,826,5147,1135,25662,15435,1156,620,12492,1167,237,1802,16,4796,3376,25662,37,34268,2867,-3,-3,-3,23986,6297,3923,2374,9175,2348,52088,31649,1537,620,24216,5276,605,1802,434,11037,6561,52088,142,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1232,-3,-3,-3,-3,-3,-3,-3,-3,571,-3,-3,-3,-3,-3,-3,-3,-3,-3,244,408,-1,-1,-1,-1,-1
VT,1896,339109,-3,-1,-1,12457,140,-3,-3,-3,2501,9816,-3,6039,4783,1256,3049,592,22137,9145,662,50,7882,551,229,3376,4,6985,2398,22137,49,34307,18291,-3,-3,-3,12762,16852,15183,1669,4570,1399,57128,41372,662,50,7882,32778,309,3376,16,7892,4163,57128,89,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1004,-3,-3,-3,-3,-3,-3,-3,-3,382,-3,-3,-3,-3,-3,-3,-3,-3,-3,172,438,-1,-1,-1,-1,-1
WA,1896,446509,-3,-1,-1,7717,259,-3,-3,-3,3491,3967,-3,2429,1406,1023,3250,1483,14879,7907,481,53,6243,1130,248,908,7,4600,1209,14879,41,13226,1501,-3,-3,-3,6180,3923,2644,1279,5203,3847,26199,14193,569,53,10163,3408,248,908,1139,8068,1643,26199,109,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1181,-3,-3,-3,-3,-3,-3,-3,-3,462,-3,-3,-3,-3,-3,-3,-3,-3,-3,869,115,-1,-1,-1,-1,-1
WI,1896,1909670,-3,-1,-1,36182,391,-3,-3,-3,8293,27498,-3,6029,4353,1676,13034,1495,56740,40191,2833,663,32650,4045,152,2713,0,10445,3239,56740,81,67385,8155,-3,-3,-3,45614,8672,4835,3837,21798,4814,102669,73554,3440,663,52122,17329,255,2713,831,19121,6195,102669,319,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2453,-3,-3,-3,-3,-3,-3,-3,-3,1124,-3,-3,-3,-3,-3,-3,-3,-3,-3,496,778,-1,-1,-1,-1,-1
WV,1896,874983,-3,-1,-1,8637,32,-3,-3,-3,1065,7540,-3,1893,1474,419,2231,652,13413,7680,425,96,6002,1157,91,1124,0,3451,1067,13413,33,19272,1099,-3,-3,-3,15202,2882,1716,1166,5271,1749,29174,18835,968,96,12399,5372,227,1124,0,6717,2271,29174,93,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,684,-3,-3,-3,-3,-3,-3,-3,-3,259,-3,-3,-3,-3,-3,-3,-3,-3,-3,136,237,-1,-1,-1,-1,-1
WY,1896,79118,-3,-1,-1,1883,40,-3,-3,-3,721,1122,-3,456,313,143,554,322,3215,1924,62,0,1498,364,42,213,0,860,176,3215,11,2670,132,-3,-3,-3,1551,481,324,157,792,388,4331,2720,63,0,2081,576,42,213,24,1096,236,4331,24,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,193,-3,-3,-3,-3,-3,-3,-3,-3,104,-3,-3,-3,-3,-3,-3,-3,-3,-3,23,48,-1,-1,-1,-1,-1
AK,1897,51777,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1
AL,1897,1727768,-3,-1,-1,6553,120,-3,-3,-3,2029,4404,-3,2642,2138,504,2400,696,12291,6115,306,94,5393,322,638,1044,0,3355,1139,12291,26,15394,1394,-3,-3,-3,10691,2887,2221,666,4086,2143,24510,11540,412,94,9595,1439,1743,1044,92,7539,2552,24510,96,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,852,-3,-3,-3,-3,-3,-3,-3,-3,347,-3,-3,-3,-3,-3,-3,-3,-3,-3,324,182,-1,-1,-1,-1,-1
AR,1897,1253631,-3,-1,-1,2251,63,-3,-3,-3,635,1553,-3,464,373,91,869,201,3785,1953,96,43,1697,117,52,259,0,1220,301,3785,9,8712,787,-3,-3,-3,6385,952,481,471,4141,879,14684,8299,357,43,7283,616,52,259,177,4120,1777,14684,110,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,233,-3,-3,-3,-3,-3,-3,-3,-3,106,-3,-3,-3,-3,-3,-3,-3,-3,-3,83,87,-1,-1,-1,-1,-1
AZ,1897,111293,-3,-1,-1,808,33,-3,-3,-3,272,503,-3,311,243,68,713,29,1861,1224,42,0,1174,8,0,150,0,400,87,1861,5,1436,216,-3,-3,-3,839,403,303,100,1247,127,3213,2287,54,0,2147,86,0,150,0,638,138,3213,12,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,100,-3,-3,-3,-3,-3,-3,-3,-3,52,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,41,-1,-1,-1,-1,-1
CA,1897,1397721,-3,-1,-1,18142,319,-3,-3,-3,6611,11212,-3,4379,3015,1364,7248,2157,31926,19514,2178,334,16065,937,142,1432,5,7550,3283,31926,32,190668,117114,-3,-3,-3,48615,40249,22983,17266,46038,25534,302489,216069,9393,334,59506,146836,1214,1432,3995,52249,27530,302489,281,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1580,-3,-3,-3,-3,-3,-3,-3,-3,627,-3,-3,-3,-3,-3,-3,-3,-3,-3,476,558,-1,-1,-1,-1,-1
CO,1897,498162,-3,-1,-1,18297,876,-3,-3,-3,7467,9954,-3,4768,2250,2518,16294,1411,40770,32137,5615,475,24344,1703,127,1132,109,5232,2033,40770,41,23813,1698,-3,-3,-3,13894,5595,2384,3211,20480,2312,52200,39911,5675,475,29093,4668,127,1132,160,8203,2667,52200,115,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2114,-3,-3,-3,-3,-3,-3,-3,-3,975,-3,-3,-3,-3,-3,-3,-3,-3,-3,1049,449,-1,-1,-1,-1,-1
CT,1897,856382,-3,-1,-1,44398,109,-3,-3,-3,9836,34453,-3,17833,10366,7467,15374,2819,80424,39874,4618,237,34938,81,44,8060,13,22141,10292,80424,82,128441,63801,-3,-3,-3,42095,105899,54926,50973,24398,7284,266022,209091,5313,237,45444,158097,560,8060,241,25626,22444,266022,202,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3213,-3,-3,-3,-3,-3,-3,-3,-3,1013,-3,-3,-3,-3,-3,-3,-3,-3,-3,593,1554,-1,-1,-1,-1,-1
DC,1897,263242,-3,-1,-1,9737,102,-3,-3,-3,4163,5472,-3,3303,1988,1315,7190,1202,21432,15212,605,77,14500,30,15,947,0,3327,1931,21432,14,16485,3867,-3,-3,-3,5686,3705,2060,1645,9525,3354,33069,21857,605,77,20842,333,15,947,1093,6659,2498,33069,19,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1
DE,1897,179705,-3,-1,-1,5446,53,-3,-3,-3,1074,4319,-3,1522,964,558,2027,472,9467,5473,339,52,4974,108,23,699,1,2084,1187,9467,18,11709,3555,-3,-3,-3,6500,4227,1427,2800,2861,1463,20260,12933,410,52,8073,4398,23,699,145,3764,2696,20260,23,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,377,-3,-3,-3,-3,-3,-3,-3,-3,138,-3,-3,-3,-3,-3,-3,-3,-3,-3,69,172,-1,-1,-1,-1,-1
FL,1897,483002,-3,-1,-1,3233,47,-3,-3,-3,958,2228,-3,1110,779,331,1881,303,6527,4309,267,75,3438,529,161,304,0,1150,603,6527,15,4881,415,-3,-3,-3,2974,1340,779,561,2539,715,9475,6162,334,75,5046,707,251,304,9,1972,777,9475,42,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,411,-3,-3,-3,-3,-3,-3,-3,-3,231,-3,-3,-3,-3,-3,-3,-3,-3,-3,66,85,-1,-1,-1,-1,-1
GA,1897,2095087,-3,-1,-1,9381,103,-3,-3,-3,4015,5263,-3,2196,1542,654,2832,592,15001,7395,559,145,6076,615,642,1033,1,4016,1914,15001,30,34228,2723,-3,-3,-3,21929,4420,2059,2361,9863,2331,50842,27433,1786,145,18695,6807,2178,1033,179,13272,6747,50842,193,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,872,-3,-3,-3,-3,-3,-3,-3,-3,413,-3,-3,-3,-3,-3,-3,-3,-3,-3,139,252,-1,-1,-1,-1,-1
HA,1897,-3,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1
IA,1897,2130750,-3,-1,-1,30543,1052,-3,-3,-3,6920,22571,-3,6505,4772,1733,12994,2633,52675,31649,6757,163,21156,3573,199,3577,13,13020,4217,52675,164,109424,22284,-3,-3,-3,73377,9454,5692,3762,39410,10060,168348,112889,7413,163,46865,58448,199,3577,384,40710,10589,168348,1023,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2495,-3,-3,-3,-3,-3,-3,-3,-3,1229,-3,-3,-3,-3,-3,-3,-3,-3,-3,349,886,-1,-1,-1,-1,-1
ID,1897,135016,-3,-1,-1,1112,38,-3,-3,-3,385,689,-3,666,367,299,1288,295,3361,2210,42,49,1901,218,0,165,0,600,386,3361,10,2161,117,-3,-3,-3,1454,1210,367,843,2731,736,6838,4394,50,49,3642,653,0,165,0,1081,1198,6838,29,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,197,-3,-3,-3,-3,-3,-3,-3,-3,103,-3,-3,-3,-3,-3,-3,-3,-3,-3,40,42,-1,-1,-1,-1,-1
IL,1897,4498484,-3,-1,-1,127031,1833,-3,-3,-3,45168,80030,-3,23024,12375,10649,91512,4959,246526,183647,70512,1511,106652,4972,217,6130,10,37241,19281,246526,219,256859,28846,-3,-3,-3,139053,38467,17246,21221,164801,13578,473705,356465,81874,1511,210558,62522,498,6130,5159,70357,35096,473705,938,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8447,-3,-3,-3,-3,-3,-3,-3,-3,4091,-3,-3,-3,-3,-3,-3,-3,-3,-3,1863,2591,-1,-1,-1,-1,-1
IN,1897,2414512,-3,-1,-1,30901,460,-3,-3,-3,5442,24999,-3,9189,7386,1803,18506,2524,61120,36661,3986,249,31615,811,131,4581,29,14047,5671,61120,113,65604,8930,-3,-3,-3,46040,12946,9821,3125,31798,5392,115740,71427,4504,249,57143,9531,164,4581,593,29213,9762,115740,432,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3126,-3,-3,-3,-3,-3,-3,-3,-3,1343,-3,-3,-3,-3,-3,-3,-3,-3,-3,880,1002,-1,-1,-1,-1,-1
KS,1897,1457648,-3,-1,-1,17715,376,-3,-3,-3,9509,7830,-3,3668,3209,459,8074,2082,31539,18629,1284,345,16030,970,135,2157,0,8667,1951,31539,105,33628,1533,-3,-3,-3,18655,4004,3467,537,16324,4536,58492,36114,1544,345,30811,3414,410,2157,99,16162,3550,58492,482,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1908,-3,-3,-3,-3,-3,-3,-3,-3,930,-3,-3,-3,-3,-3,-3,-3,-3,-3,413,467,-1,-1,-1,-1,-1
KY,1897,2056200,-3,-1,-1,24377,214,-3,-3,-3,8001,16162,-3,8672,7532,1140,9181,1252,43482,22708,5588,1213,15178,729,254,4829,76,11818,3797,43482,75,57015,2694,-3,-3,-3,43742,12600,7704,4896,21584,3339,94538,50777,8648,1213,35635,5281,509,4829,406,27365,10652,94538,265,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2023,-3,-3,-3,-3,-3,-3,-3,-3,816,-3,-3,-3,-3,-3,-3,-3,-3,-3,480,968,-1,-1,-1,-1,-1
LA,1897,1296804,-3,-1,-1,13343,409,-3,-3,-3,5435,7499,-3,3493,1557,1936,7495,819,25150,17593,1911,0,15265,417,252,1006,0,3160,3139,25150,19,21080,1910,-3,-3,-3,10083,5031,2331,2700,10862,1700,38673,27551,1933,0,21823,3795,252,1006,36,5973,3855,38673,43,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1968,-3,-3,-3,-3,-3,-3,-3,-3,614,-3,-3,-3,-3,-3,-3,-3,-3,-3,1114,-1,-1,-1,-1,-1,-1
MA,1897,2621825,-3,-1,-1,272311,528,-3,-3,-3,74902,196881,-3,51246,34940,16306,102312,8673,434542,269208,66787,271,201352,798,2025,27686,265,94314,41044,434542,267,641212,215538,-3,-3,-3,267745,237228,125790,111438,140653,17108,1036201,822185,66889,271,277687,477338,2093,27686,1305   1,5189,77743,1036201,487,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,14826,-3,-3,-3,-3,-3,-3,-3,-3,6004,-3,-3,-3,-3,-3,-3,-3,-3,-3,2856,5189,-1,-1,-1,-1,-1
MD,1897,1142331,-3,-1,-1,41739,261,-3,-3,-3,12803,28675,-3,10602,6601,4001,17173,3221,72735,42893,8126,292,33279,1196,446,4370,8,17055,7963,72735,68,62632,6609,-3,-3,-3,35791,58299,37373,20926,21664,5327,147922,108338,8280,292,44522,55244,446,4370,66,21257,13445,147922,134,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2973,-3,-3,-3,-3,-3,-3,-3,-3,1103,-3,-3,-3,-3,-3,-3,-3,-3,-3,474,1056,-1,-1,-1,-1,-1
ME,1897,684279,-3,-1,-1,22669,117,-3,-3,-3,3918,18634,-3,9305,7222,2083,6694,977,39645,18341,1940,174,14834,1393,654,5157,9,11171,4313,39645,83,40951,8686,-3,-3,-3,22887,57141,28449,28692,8708,2884,109684,83250,2009,174,16713,64354,693,5157,81,12557,7946,109684,150,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1688,-3,-3,-3,-3,-3,-3,-3,-3,504,-3,-3,-3,-3,-3,-3,-3,-3,-3,257,774,-1,-1,-1,-1,-1
MI,1897,2317823,-3,-1,-1,39946,245,-3,-3,-3,8823,30878,-3,7007,5732,1275,17788,2013,66754,46598,10419,400,32871,2908,73,3523,0,12195,4365,66754,85,115900,25216,-3,-3,-3,68864,15068,9509,5559,42237,6260,179465,138623,13296,400,69234,55693,246,3523,123,27244,9706,179465,506,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2975,-3,-3,-3,-3,-3,-3,-3,-3,1614,-3,-3,-3,-3,-3,-3,-3,-3,-3,892,829,-1,-1,-1,-1,-1
MN,1897,1605381,-3,-1,-1,31095,816,-3,-3,-3,9383,20896,-3,5157,2825,2332,20888,2357,59497,40623,8642,571,27206,4204,88,1554,35,13165,4032,59497,71,70878,12873,-3,-3,-3,40402,10416,6294,4122,34706,9211,125211,87923,10052,571,55077,22223,193,1554,1046,23225,11270,125211,429,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2812,-3,-3,-3,-3,-3,-3,-3,-3,1185,-3,-3,-3,-3,-3,-3,-3,-3,-3,1718,506,-1,-1,-1,-1,-1
MO,1897,2971713,-3,-1,-1,52028,264,-3,-3,-3,20027,31737,-3,7634,5210,2424,30908,2434,93004,70965,31428,713,36337,2487,132,2995,34,14815,4063,93004,63,131662,12318,-3,-3,-3,34262,18209,6307,11902,67264,7728,224863,160769,36416,713,102778,20862,830,2995,3335,41749,15185,224863,680,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3547,-3,-3,-3,-3,-3,-3,-3,-3,1716,-3,-3,-3,-3,-3,-3,-3,-3,-3,1090,823,-1,-1,-1,-1,-1
MS,1897,1467634,-3,-1,-1,2427,177,-3,-3,-3,1012,1238,-3,644,452,192,745,165,3981,2263,53,0,2052,158,148,209,3,855,503,3981,10,11740,3278,-3,-3,-3,5512,1451,941,510,3273,711,17175,10084,201,0,8527,1356,1136,209,3,4437,1306,17175,93,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,291,-3,-3,-3,-3,-3,-3,-3,-3,121,-3,-3,-3,-3,-3,-3,-3,-3,-3,60,100,-1,-1,-1,-1,-1
MT,1897,207428,-3,-1,-1,7466,259,-3,-3,-3,2384,4823,-3,1888,1008,880,4894,638,14886,10558,587,89,9140,742,142,535,10,2655,986,14886,21,12413,1230,-3,-3,-3,7059,2575,1181,1394,7763,1867,24618,18319,671,89,14666,2893,306,535,51,3260,2147,24618,50,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,993,-3,-3,-3,-3,-3,-3,-3,-3,398,-3,-3,-3,-3,-3,-3,-3,-3,-3,636,180,-1,-1,-1,-1,-1
NC,1897,1806446,-3,-1,-1,6565,35,-3,-3,-3,2046,4484,-3,1316,1106,210,2154,452,10487,5712,424,203,4680,405,317,642,20,2701,1095,10487,27,13206,1031,-3,-3,-3,9996,1604,1172,432,4223,906,19939,10927,632,203,8175,1917,834,642,509,5265,1762,19939,94,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,528,-3,-3,-3,-3,-3,-3,-3,-3,239,-3,-3,-3,-3,-3,-3,-3,-3,-3,42,180,-1,-1,-1,-1,-1
ND,1897,273584,-3,-1,-1,4483,329,-3,-3,-3,2715,1439,-3,861,535,326,984,694,7022,4082,75,0,2875,1132,362,418,1,1610,549,7022,26,7284,606,-3,-3,-3,2347,968,626,342,1864,1085,11201,6697,92,0,4314,2291,531,418,13,2678,864,11201,99,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,407,-3,-3,-3,-3,-3,-3,-3,-3,250,-3,-3,-3,-3,-3,-3,-3,-3,-3,65,86,-1,-1,-1,-1,-1
NE,1897,1065205,-3,-1,-1,21056,362,-3,-3,-3,9176,11518,-3,4062,3195,867,11171,3582,39871,25021,6822,431,15688,2080,278,2047,6,10575,1944,39871,105,35977,2992,-3,-3,-3,20527,4734,3380,1354,17727,6544,64982,38654,6822,431,25504,5897,545,2047,42,19798,3896,64982,509,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2151,-3,-3,-3,-3,-3,-3,-3,-3,1231,-3,-3,-3,-3,-3,-3,-3,-3,-3,816,213,-1,-1,-1,-1,-1
NH,1897,400741,-3,-1,-1,10756,106,-3,-3,-3,3110,7540,-3,7239,4712,2527,3824,668,22487,11036,1878,209,8850,99,164,3554,7,5830,1896,22487,50,38431,17303,-3,-3,-3,13080,32857,14381,18476,5649,4374,81311,62925,1893,209,9596,51227,171,3554,283,6420,7958,81311,112,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,949,-3,-3,-3,-3,-3,-3,-3,-3,347,-3,-3,-3,-3,-3,-3,-3,-3,-3,215,366,-1,-1,-1,-1,-1
NJ,1897,1739633,-3,-1,-1,50073,485,-3,-3,-3,12985,36603,-3,15957,7872,8085,20218,4086,90334,57870,4583,275,50446,2566,504,5198,10,14445,12307,90334,103,92511,25836,-3,-3,-3,44053,44634,26726,17908,27899,7326,172370,126912,4892,275,65116,56629,769,5198,1488,18607,19396,172370,171,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3779,-3,-3,-3,-3,-3,-3,-3,-3,1507,-3,-3,-3,-3,-3,-3,-3,-3,-3,467,1336,-1,-1,-1,-1,-1
NM,1897,184066,-3,-1,-1,1600,35,-3,-3,-3,408,1157,-3,796,582,214,1358,201,3955,2921,170,183,2313,255,0,303,0,600,131,3955,6,2134,119,-3,-3,-3,1519,796,582,214,1837,326,5093,3741,170,183,3002,386,0,303,0,862,187,5093,13,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,198,-3,-3,-3,-3,-3,-3,-3,-3,86,-3,-3,-3,-3,-3,-3,-3,-3,-3,61,81,-1,-1,-1,-1,-1
NV,1897,43782,-3,-1,-1,214,1,-3,-3,-3,30,183,-3,57,32,25,44,9,324,213,0,0,100,113,0,19,0,82,10,324,1,1623,331,-3,-3,-3,907,202,157,45,384,236,2445,1543,44,0,1187,312,0,19,0,692,191,2445,11,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,16,-3,-3,-3,-3,-3,-3,-3,-3,11,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,0,-1,-1,-1,-1,-1
NY,1897,6863444,-3,-1,-1,491350,943,-3,-3,-3,234905,255502,-3,104123,50987,53136,294192,25584,915249,718561,264336,1878,448164,4183,1167,29952,530,83271,81768,915249,326,1298402,399354,-3,-3,-3,400148,692244,544231,148013,524748,84791,2600185,2103198,348181,1878,938323,814816,7466,29952,16728   1,77749,265092,2600185,904,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,26683,-3,-3,-3,-3,-3,-3,-3,-3,13099,-3,-3,-3,-3,-3,-3,-3,-3,-3,5918,7124,-1,-1,-1,-1,-1
