"state","name","whpbal","whpbar","whpbca","whpbco","whpbct","whpbde","whpbfl","whpbga","whpbil","whpbin","whpbia","whpbks","whpbky","whpbla","whpbme","whpbmd","whpbma","whpbmi","whpbmn","whpbms","whpbmo","whpbne","whpbnv","whpbnh","whpbnj","whpbny","whpbnc","whpboh","whpbor","whpbpa","whpbri","whpbsc","whpbtn","whpbtx","whpbvt","whpbva","whpbwv","whpbwi","whpbak","whpbaz","whpbsd","whpbdc","whpbid","whpbit","whpbmt","whpbnm","whpbut","whpbwa","whpbwy","whpbsea","colpbal","colpbar","colpbca","colpbco","colpbct","colpbde","colpbfl","colpbga","colpbil","colpbin","colpbia","colpbks","colpbky","colpbla","colpbme","colpbmd","colpbma","colpbmi","colpbmn","colpbms","colpbmo","colpbne","colpbnv","colpbnh","colpbnj","colpbny","colpbnc","colpboh","colpbor","colpbpa","colpbri","colpbsc","colpbtn","colpbtx","colpbvt","colpbva","colpbwv","colpbwi","colpbak","colpbaz","colpbsd","colpbdc","colpbid","colpbit","colpbmt","colpbnm","colpbut","colpbwa","colpbwy","colpbsea","pbafrica","pbasia","pbatlisl","pbaustrl","pbaustri","pbbelg","pbbohem","pbbritam","pbcanada","pbnbruns","pbnfld","pbnoscot","pbpei","pbbramns","pbcentam","pbchina","pbcuba","pbdenmar","pbeurns","pbfrance","pbgerm","pbbaden","pbbavar","pbbruns","pbhambg","pbhanov","pbhessen","pblubeck","pbmeckl","pbnassau","pboldenb","pbpruss","pbsaxony","pbweimar","pbwurtt","pbgerns","pbgibral","pbgrbrit","pbengl","pbirelan","pbscot","pbwales","pbgrbrns","pbgreece","pbgreenl","pbhollan","pbhung","pbindia","pbitaly","pbjapan","pbluxemb","pbmalta","pbmexico","pbnorway","pbpacisl","pbpoland","pbportug","pbrussia","pbhawaii","pbsoamer","pbspain","pbsweden","pbswitz","pbturkey","pbwesind","pbsea","fnatmfor","fformnat","fornpar","forpar","fathirl","mothirl","fathgerm","mothgerm","fathbrit","mothbrit","fathscan","mothscan","fathbram","mothbram","fathoth","mothoth","puselhs","puselhsc","pushigh","schbldg","pussit","schprop","pusrcpt","pusrcpt1","pusrcpt2","pusexp","pusexp1","pusexp2","pusexp3","teachwhm","teachwhf","teachcom","teachcof","teachmo","teachyr","teachser","schmos","pupils","pupilwh","pupilwhm","pupilwhf","pupilco","pupilcom","pupilcof","attend","attendwh","attendco","newswagy","newswagw","newsmfgm","newsmfgf","newsedit","newspaps","newspdam","newspdae","newspwk","newspwk2","newspwk3","newspwkb","newspmo","newspmo2","newspmo3","newspmob","newspmoq","newspmos","newscird","newsciro","newsnews","newsrelg","newsagri","newscomm","newsfin","newsinrr","newslit","newsmedi","newslaw","newstech","newsorgs","newseduc","newskids","newsmisc","newssund","newsbohe","newscata","newschin","newsengl","newsfren","newsgerm","newsdutc","newsindn","newsirsh","newsital","newspols","newsport","newsscan","newsspan","newswels","newsbapt","newschri","newscong","newsdisp","newsdunk","newsepis","newsevan","newsquak","newsjewi","newsluth","newsmenn","newsmeth","newsmorv","newsmorm","newspres","newsprim","newsrefo","newscath","newssadv","newsspir","newsswed","newsunit","newsubre","newsuniv","newsnosc","rrmile80","debtearl","debt60","debt61","debt62","debt63","debt64","debt65","debt66","debt67","debt68","debt69","debt70","debt71","debt72","debt73","debt74","debt75","debt76","debt77","debt78","debt79","debt80","debtns","mfgmale","mfgfem","mfgm1015","mfgf1015","mfgm1659","mfgf1659","mfgm600","mfgf600","mfgnb","mfgirel","mfggerm","mfgbrit","mfgscan","mfgbram","mfgothfb","cotmfg31","cotmfg50","cotmfg60","cotmfg70","cotmfg80","cotmal31","cotmal50","cotmal60","cotmal70","cotmal80","cotfem31","cotfem50","cotfem60","cotfem70","cotfem80","cotkid31","cotkid50","cotkid60","cotkid70","cotkid80","cotcap31","cotcap50","cotcap60","cotcap70","cotcap80","cotwag31","cotwag50","cotwag60","cotwag70","cotwag80","cotlbs31","cotlbs50","cotlbs60","cotlbs70","cotlbs80","cotrms31","cotrms50","cotrms60","cotrms70","cotrms80","cotout31","cotout50","cotout60","cotout70","cotout80","cotval31","cotval50","cotval60","cotval70","cotval80","irst80","irstcap","irstemp","irstmale","irstmkid","irstfem","irstfkid","irsthour","irstwags","irstwagu","irstwage","irstrms","irstval","irsttons","fips","region1","region2","level"
54,"TENNESSEE",15115,2811,92,18,241,49,179,11543,2874,2788,354,362,18231,905,192,821,494,602,143,9088,3017,21,4,130,362,2903,32535,4842,41,3232,85,7427,975119,1145,229,23577,120,307,0,6,7,120,3,53,6,7,8,14,14,0,7085,1056,1,0,12,5,97,7938,94,52,16,57,6637,655,2,642,25,23,14,10544,759,0,0,0,15,179,9383,193,1,79,2,4271,338433,305,33,14482,45,67,0,3,0,158,0,10,2,1,1,15,7,22,39,16,1,9,111,12,30,545,482,13,4,24,19,3,7,31,11,98,57,523,3983,280,408,4,14,108,128,8,11,10,15,861,172,1,226,1737,0,8767,1956,5975,516,302,18,8,1,66,123,29,443,26,8,10,17,25,1,212,4,70,24,27,19,251,1026,18,24,30,2164,9722,105,33284,16854,14464,11355,9341,7376,5534,438,355,825,576,6158,5178,5688,1179,60,4072,205904,1025858,973198,790030,183168,786088,634587,64926,86575,3464,1244,894,335,28.4500007629395,106.879997253418,22307,21098,291500,230130,119293,110837,61370,30883,30487,205081,161269,43812,156496,108960.5,660,21,220,193,7,5,154,2,0,0,16,6,0,1,2,0,30995,262293,147,14,0,3,0,1,5,3,0,0,4,9,6,1,2,0,0,0,192,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,1816.17004394531,8389400,1501000,582000,0,0,0,0,3605000,756000,1290000,110000,30500,0,0,4880000,0,0,0,0,0,0,0,7194382,32442,3640,643,196,29885,3343,1914,101,33546,642,729,666,80,76,343,0,33,30,28,16,0,310,323,252,283,0,581,576,463,502,0,0,0,175,230,0,669600,965000,970650,1145600,NA,NA,139180,178156,161071,0,2884950,4072710,2872582,4944279,NA,297500,384548,595789,553761,0,NA,NA,2381477,3874616,NA,508481,698122,941542,874717,43,3681776,3077,2758,309,10,0,67,1.62000000476837,0.879999995231628,659773,1376059,2274203,77100,47,6,4,2
56,"WEST VIRGINIA",46,55,40,13,177,122,17,70,576,755,320,148,4272,92,186,7843,447,114,42,97,581,22,3,94,468,1553,1100,27259,0,18693,40,89,349,71,132,126360,381720,66,0,3,2,232,0,3,5,8,12,3,8,1,5,3,1,0,2,0,6,27,3,4,0,0,89,14,0,271,3,5,0,11,8,0,0,0,2,12,108,276,0,148,0,38,20,4,2,9239,15547,11,0,0,0,24,0,0,0,0,0,0,0,0,2,1,2,5,62,8,34,295,255,9,3,23,1,4,0,9,1,38,17,230,7029,350,607,137,20,658,744,0,96,21,9,1055,189,5,494,2644,0,9503,2051,6459,622,369,2,0,4,19,39,6,48,0,1,0,1,3,3,18,0,19,1,3,3,21,810,8,6,16,3744,11776,24,42770,20916,17959,21690,18462,8421,7057,50,32,412,348,3057,2656,3874,122,0,3654,119085,1686999,875913,706887,169026,720967,527099,65057,128811,2986,1055,88,27,27.6100006103516,126.860000610352,19090,17586,143796,139690,75484,64206,4106,2169,1937,92132,89414,2718,31772,67899,392,5,114,109,2,0,96,2,1,1,6,0,0,0,1,0,4100,81858,100,3,0,0,0,0,1,0,0,0,1,2,0,2,2,0,0,0,107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,691.559997558594,10000,129000,0,0,0,0,0,0,17001,0,20000,0,305000,20000,0,12300,57540,4900,120000,2465,118900,4000,652107,24840,1448,527,32,23120,1378,1193,38,22861,870,1457,884,7,76,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3913616,4121,3780,341,0,0,66,2.25999999046326,1.10000002384186,1541816,3484625,6054032,147487,54,5,3,2
61,"ARIZONA",127,316,2147,65,130,18,22,169,676,373,320,160,441,118,440,211,563,231,32,97,907,18,110,134,153,1730,88,954,176,810,63,49,302,519,232,334,18,185,1,4719,3,57,80,8,8,1135,1322,24,12,2,3,6,15,0,0,1,0,0,6,0,0,0,5,5,1,6,1,0,0,3,7,0,2,0,3,5,2,0,2,2,1,6,6,3,0,15,0,0,0,3447,0,4,0,0,0,9,16,0,0,0,3,3,2,31,53,14,7,571,447,35,3,78,5,3,1,1626,2,131,2,276,1110,47,60,1,13,57,11,0,2,1,3,318,22,0,32,543,0,2312,708,1296,250,57,1,4,0,14,14,8,104,3,0,1,9330,45,0,43,15,25,3,26,18,106,117,6,12,11,959,848,53,20501,2310,2228,1680,1567,1935,1997,208,216,500,533,14716,14919,101,0,3,84,5027,113074,103028,103028,0,61172,56744,2904,1524,48,53,0,0,76.5800018310547,561.820007324219,741,741,4212,4212,2104,2108,0,0,0,3213,3213,0,37228,8600,72,12,23,17,3,3,11,0,0,0,0,0,0,0,0,0,3600,9950,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.929992675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188200,7272,102,9,3,7188,99,75,0,4328,553,429,516,71,211,1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,5,2
62,"COLORADO",416,692,545,25764,1224,231,60,834,12952,5202,7497,3877,3553,395,2614,1005,3621,3646,810,474,11915,930,102,737,1475,15557,803,11685,80,11352,368,181,1848,1011,1568,2285,401,3902,2,10,93,153,23,89,53,9451,238,21,228,5,36,68,10,599,2,1,6,84,41,29,23,134,233,21,5,42,17,8,6,53,520,2,0,0,4,36,43,74,1,35,0,22,113,32,0,156,16,8,0,3,0,6,1,10,0,50,3,0,6,0,13,7,5,64,453,49,91,5785,4749,270,13,636,110,7,1,601,12,507,17,825,7012,402,459,7,48,186,142,3,36,23,14,2088,172,0,353,3079,0,19947,8797,8263,1673,1212,2,5,1,115,49,26,335,1,9,2,186,354,0,154,12,278,6,42,35,2172,551,3,30,35,3351,6900,266,61194,17872,16929,14006,13022,20565,19299,3210,3276,5517,5614,6924,6405,600,0,12,325,24558,1220003,715048,637688,77360,589127,254457,132357,202313,222,425,0,0,61.9099998474121,393.290008544922,4110,3813,28252,27997,13926,14071,255,109,146,17288,17205,83,270090,68255,473,17,127,87,12,7,63,1,0,0,4,0,0,0,0,0,26375,69369,78,2,1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,84,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1385.16003417969,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,10000,120000,30000,0,0,105500,57000,16000,1819600,46439,969,140,8,45781,956,518,5,31694,3030,2334,5309,1027,2303,1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100000,125,125,0,0,0,60,4,1.75,7000,131700,225000,4500,8,8,5,2
63,"IDAHO",62,279,524,86,106,14,4,85,1141,575,879,308,436,50,381,104,251,199,127,57,1391,152,84,67,98,1267,97,1044,982,804,17,29,307,69,153,330,36,368,0,5,38,22,5842,5,80,7,3205,189,58,0,1,0,11,0,0,0,0,3,1,1,0,0,1,0,0,5,0,0,0,0,2,1,0,0,0,2,2,0,17,0,0,0,2,1,0,6,0,0,0,0,0,0,150,1,2,0,0,12,1,0,14,0,1,9,18,11,5,584,465,49,6,43,10,11,2,3366,3,586,1,142,750,64,91,1,11,38,31,0,4,1,2,280,21,0,47,159,0,3478,1594,981,253,641,9,1,0,10,13,2,35,0,1,0,50,276,0,17,10,17,2,10,3,323,225,0,5,4,1073,1482,27,14770,1892,1767,1439,1318,5874,5762,972,1033,682,614,5393,5349,128,0,0,116,6166,31000,50234,47104,3130,38411,33421,1778,3212,74,55,0,0,54.7299995422363,259.079986572266,610,604,5834,5830,3028,2802,4,2,2,3863,3861,2,0,18000,21,2,9,10,0,0,7,2,1,0,0,0,0,0,0,0,0,5650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.830001831055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22534,0,46715,0,0,0,2500,6468,64,11,0,6351,64,106,0,2397,431,267,459,148,195,2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,5,2
64,"MONTANA",59,45,254,152,135,25,14,98,1546,769,1188,356,693,103,603,253,523,485,362,63,2449,179,55,140,233,2467,145,1835,124,1697,64,67,327,91,260,446,57,781,0,9,71,48,86,8,5851,21,552,40,69,0,2,0,10,8,0,0,1,0,2,0,0,5,19,3,0,1,0,0,20,0,44,1,0,0,1,3,1,6,25,6,0,10,8,1,0,29,0,2,0,1,101,4,20,1,1374,2,2,25,2,0,3,1,0,10,60,20,25,2481,2088,223,2,77,15,76,1,1756,2,190,8,161,1705,86,91,0,11,74,9,0,4,5,5,440,41,1,64,874,0,4229,1249,2408,324,246,2,3,0,24,10,5,64,0,20,0,28,174,1,32,6,25,0,4,9,280,171,0,4,9,775,1966,39,16365,4821,4556,3184,2937,3752,3565,654,600,2772,2509,3148,2973,159,1,3,131,4370,132507,76302,63545,12757,68002,53785,2928,11289,62,105,0,0,63.2099990844727,322.059997558594,851,804,4667,4621,2386,2235,46,19,27,2986,2963,23,30500,36200,64,3,27,18,4,0,14,0,0,0,0,0,0,0,0,0,912,19915,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3199996948242,0,0,0,0,0,0,0,0,0,21900,0,0,0,0,0,0,0,11900,26400,23400,95500,70000,151000,7946,76,6,1,7830,75,110,0,3994,855,415,646,191,663,1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,5,2
65,"NEVADA",77,97,3957,77,294,38,18,75,1291,509,704,115,559,165,1198,220,1033,566,68,54,1166,58,10738,231,342,3269,88,1593,154,1564,94,49,265,59,414,445,43,599,0,9,4,39,67,6,40,41,799,20,38,1,4,11,47,5,0,3,0,1,5,0,0,0,19,11,0,27,4,3,0,1,10,0,2994,0,2,18,9,10,5,11,1,3,3,1,0,41,2,0,0,1,0,6,4,0,0,0,1,0,0,0,5,1,12,81,162,25,15,3147,2474,130,15,485,36,7,18,5402,3,350,21,393,2213,154,161,6,19,120,49,1,5,2,5,726,36,0,109,820,0,10338,4146,5191,671,315,15,6,1,21,15,12,1560,3,3,1,220,119,6,64,207,41,8,73,32,317,709,5,24,20,1576,2279,149,35450,10465,10683,4322,4053,9053,8528,571,576,2793,2784,10525,10402,185,0,12,93,8035,282870,275967,212304,63663,212164,131019,46694,34451,52,143,0,0,89.4499969482422,671.890014648438,1465,1383,8918,8901,4526,4375,17,8,9,5385,5374,11,144500,17838,151,7,44,37,5,9,22,0,0,0,1,0,0,0,0,0,17155,10590,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.820007324219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112000,0,0,0,751025,12878,353,8,3,12714,344,156,6,4912,1688,643,2429,172,1091,2296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8,5,2
66,"NEW MEXICO",65,176,156,419,132,17,13,76,604,458,290,332,389,84,116,130,236,132,70,79,866,33,6,48,79,665,38,820,9,685,29,29,244,1015,111,258,21,135,0,36,3,23,5,21,16,91575,17,2,10,0,14,6,975,36,1,0,1,4,3,2,2,5,40,8,1,16,1,0,2,1,17,1,0,1,2,1,14,6,0,8,1,16,8,12,0,43,0,0,0,16,0,1,0,3,0,9471,1,0,1,0,1,0,0,4,15,6,13,280,227,24,0,23,5,1,0,52,13,23,11,167,729,33,49,2,9,34,26,1,3,4,2,208,28,0,30,300,0,1272,339,795,110,28,0,0,0,6,7,0,73,0,1,1,5173,17,11,22,8,16,3,7,12,39,54,1,7,7,323,1447,84,11663,1414,1322,1343,1102,911,745,75,67,344,230,9023,8520,162,0,0,46,5580,13500,32171,31861,310,28973,28002,0,971,128,36,0,0,30.6700000762939,170.740005493164,913,899,4755,4755,2484,2271,0,0,0,3150,3150,0,23760,7532,57,2,20,18,2,1,15,0,0,0,0,0,0,0,0,0,2000,4355,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,298.570007324219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46179,4042,335,18,34,3938,290,86,11,3219,189,182,154,30,87,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,8,5,2
67,"UTAH",152,49,603,77,235,63,14,112,2228,472,1602,117,395,53,375,115,645,408,71,136,1208,381,347,150,371,2708,215,788,44,1628,52,69,400,120,328,429,17,274,0,42,10,29,257,4,77,12,80847,7,222,0,4,2,4,0,3,0,0,4,2,3,0,1,14,2,0,1,0,4,0,10,16,0,2,0,1,7,3,3,0,0,1,1,2,2,0,13,0,1,0,16,0,1,1,1,7,1,869,0,9,0,106,1,40,133,22,5,3,1036,885,58,3,68,1,21,1,502,92,7791,22,129,885,68,73,4,9,10,19,0,6,0,3,218,28,0,96,351,0,26579,19654,1321,3201,2390,13,2,0,141,7,17,138,0,5,1,17,1214,7,16,4,54,30,12,76,3750,1040,86,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,0,0,334,27134,372273,176048,92842,83206,170887,130187,9566,31134,222,212,0,0,42.4799995422363,299.970001220703,3065,2695,25792,25782,13569,12213,10,2,8,17513,17506,7,76080,12500,136,7,25,22,2,3,8,4,0,0,4,1,0,0,0,0,7950,28225,15,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,706.340026855469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9401,811,158,32,8773,711,470,68,4249,126,196,3513,686,540,902,0,0,1,3,1,0,0,4,10,16,0,0,3,2,8,0,0,0,4,5,0,0,6000,42000,20000,NA,NA,3420,6300,2100,0,0,12000,23500,25788,NA,0,6000,7051,3472,0,NA,NA,23195,13120,NA,0,10000,16803,7937,3,150000,0,0,0,0,0,NA,NA,NA,0,0,0,0,49,8,5,2
68,"WYOMING",23,86,113,156,93,25,16,47,1052,489,697,356,270,39,229,181,396,235,69,38,1108,366,33,107,134,1597,90,1169,35,1163,51,18,149,135,178,230,38,338,0,9,34,49,30,13,47,33,444,2,2299,0,3,2,3,1,0,1,1,1,4,3,3,9,35,2,0,5,0,1,2,2,55,7,0,0,0,2,5,5,1,6,0,3,12,2,0,27,0,0,0,1,9,4,6,3,0,0,7,0,197,0,7,0,0,6,23,7,10,542,475,20,3,39,3,2,0,913,1,188,2,61,801,70,55,0,5,26,19,0,8,1,0,167,27,3,38,382,0,2760,1080,1093,432,154,1,1,3,16,7,3,15,0,5,1,40,74,1,14,1,19,6,4,3,249,49,3,6,9,536,1023,33,8907,2517,2427,1531,1345,3235,3037,440,468,537,524,1670,1642,55,0,1,29,3139,40500,36161,34504,1657,28504,25894,0,2610,31,39,0,0,60.2299995422363,369.910003662109,430,328,2907,2901,1518,1383,6,3,3,1920,1916,4,20300,5600,36,1,9,11,2,1,8,0,0,0,0,0,0,0,0,0,1986,3700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.940002441406,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,29000,0,0,14400,1615,74,2,0,1597,74,16,0,841,118,107,286,41,70,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,212603,184,174,10,0,0,60,NA,NA,79650,403568,491345,9790,56,8,5,2
71,"CALIFORNIA",1321,2435,306553,324,3879,451,147,1157,17207,8135,9154,1980,7712,2317,14485,2897,19056,5432,1542,1367,20458,723,2572,3468,3728,43548,1657,17712,3314,15213,1797,899,5489,1959,4678,5473,327,5480,32,261,55,580,210,78,166,292,1124,537,109,39,60,43,19447,6,25,22,16,77,47,29,6,13,139,95,12,255,89,19,4,73,291,2,31,1,32,201,92,47,44,161,15,70,120,22,3,433,10,8,1,108,1,88,1,16,0,5,7,1,2,1,86,16,3356,2055,1948,1092,239,18889,13077,2199,147,2738,451,277,188,73548,182,3748,109,9550,42532,2179,2855,107,971,3411,1328,17,178,85,222,14481,920,9,1605,14164,10,96059,24657,62962,6465,1920,55,170,3,694,216,155,7537,133,97,17,8648,1765,173,1026,4705,1013,295,1797,572,4209,5308,36,528,170,23231,40287,1119,453495,137475,143727,90759,83403,72192,65321,8866,7660,20333,19275,164157,157340,3446,3,67,2222,162649,6949983,3525527,3018019,507508,3031014,2271219,185743,574052,1173,2383,0,0,76.9899978637695,638.700012207031,29500,28521,161477,160659,82687,77972,818,420,398,106179,105668,511,941122.375,359017.5,1645,137,567,361,30,28,250,11,2,0,32,6,0,0,2,0,157814,482212,270,12,7,17,8,2,4,3,3,3,7,6,0,19,8,0,0,2,328,5,15,0,0,0,3,0,0,2,6,0,2,0,1,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,2176.85009765625,2084000,0,0,0,424500,379000,215000,197000,246000,67500,68000,431000,170000,390500,360400,701000,1036000,8000,190215,70000,11000,6000,9294764,109690,8592,621,193,105363,8324,3706,75,48084,9669,9337,8869,1561,5199,35563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1000000,319,284,35,0,0,60,3,1.75,177722,535500,780000,14000,6,9,5,2
72,"OREGON",236,1056,5951,203,464,72,19,185,7803,5054,6969,1505,2746,154,1453,468,1281,1279,828,157,10735,636,254,345,455,5434,645,6199,66053,3337,111,120,2462,260,644,1821,94,2118,0,13,98,55,348,29,112,10,178,1622,67,5,2,2,60,3,1,2,0,2,1,1,0,0,8,4,0,10,10,2,0,1,19,1,2,0,2,9,0,2,1889,5,0,2,7,1,0,14,1,0,0,0,0,4,7,3,3,10,4,28,0,0,6,2,8,100,317,95,109,3019,2371,223,27,243,25,130,8,9472,5,385,54,514,5034,290,496,8,47,250,152,0,58,5,12,1766,143,0,261,1546,2,7913,2896,3659,1129,165,64,86,2,127,36,12,167,2,17,1,40,574,3,92,59,379,16,42,19,983,730,9,25,39,2951,7503,193,43669,8188,7750,11291,10039,9890,8489,2154,2000,4328,3560,15321,14782,1068,0,17,937,39873,580538,340932,251791,89141,316885,212348,67798,36739,518,623,0,0,38.6300010681152,186.110000610352,5497,5138,37437,37430,19353,18077,7,3,4,26563,26559,4,86822.328125,41608,234,17,92,74,4,3,59,0,0,0,6,1,0,0,1,0,11070,74716,60,5,1,1,0,1,2,1,0,0,0,2,0,1,4,0,0,0,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,347.329986572266,0,0,0,0,0,0,0,0,0,0,0,0,56500,0,20000,0,0,0,0,0,0,0,382508,16770,688,95,4,16288,676,387,8,8245,622,964,967,656,486,5518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100000,250,247,3,0,0,72,3,1.5,46822,33073,78393,3200,41,9,5,2
